ProductName,Seller,UsageType,Region,CostUSD
GCP CIS (Center for Internet Security) CIS Red Hat Enterprise Linux 8 Benchmark - Level 1,CIS (Center for Internet Security),migration-credit-8-1641310458578r,us-central1,-1.6803770000000005
GCP CIS (Center for Internet Security) CIS Ubuntu Linux 18.04 LTS Benchmark - Level 1,CIS (Center for Internet Security),migration-credit-8-1641310458578r,us-central1,-1.8204030000000007
GCP CIS (Center for Internet Security) CIS NGINX on CentOS Linux 7 Benchmark - Level 1 - Webserver,CIS (Center for Internet Security),27f97212-4eb6-4659-91f1-a538884bbbad,us-east4,-1.8507389999999995
"GCP Neo4j, Inc. Neo4j AuraDB Professional","Neo4j, Inc.",6bf0360d-f8a4-4be0-ac10-83e346d0e5a9,(not set),-2
GCP CIS (Center for Internet Security) CIS NGINX on CentOS Linux 7 Benchmark - Level 1 - Webserver,CIS (Center for Internet Security),27f97212-4eb6-4659-91f1-a538884bbbad,us-east1,-2.082086999999999
GCP Cloud Infrastructure Services Terraform on Ubuntu 18.04 LTS,Cloud Infrastructure Services,27f97212-4eb6-4659-91f1-a538884bbbad,us-east4,-2.3134439999999996
GCP CIS (Center for Internet Security) CIS Ubuntu Linux 18.04 LTS Benchmark - Level 1,CIS (Center for Internet Security),migration-credit-9-1641310458578r,us-central1,-2.719928
GCP CIS (Center for Internet Security) CIS Red Hat Enterprise Linux 8 Benchmark - Level 1,CIS (Center for Internet Security),migration-credit-9-1641310458578r,us-central1,-3.39991
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-20-1640299006916r,us-east1,-5.688905
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-20-1640299006916r,europe-west1,-5.701503999999999
GCP CIS (Center for Internet Security) CIS NGINX on CentOS Linux 7 Benchmark - Level 1 - Webserver,CIS (Center for Internet Security),7f80c1b2-bf82-4050-8aa6-1f660605780b,us-east4,-7.0488029999999995
GCP CIS (Center for Internet Security) CIS NGINX on CentOS Linux 7 Benchmark - Level 1 - Webserver,CIS (Center for Internet Security),7f80c1b2-bf82-4050-8aa6-1f660605780b,us-east1,-7.125139
GCP Cloud Infrastructure Services Terraform on Ubuntu 18.04 LTS,Cloud Infrastructure Services,7f80c1b2-bf82-4050-8aa6-1f660605780b,us-east4,-7.916840000000001
GCP Fortinet Inc. Fortinet FortiADC Application Delivery Controller PAYG 500Mbps,Fortinet Inc.,migration-credit-20-1640299006916r,us-west1,-9.4815
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-21-1640299006916r,europe-west1,-13.962005000000003
"GCP NGINX, Inc NGINX Plus Enterprise - RHEL 8","NGINX, Inc",27f97212-4eb6-4659-91f1-a538884bbbad,us-west2,-15.731545999999994
GCP Fortinet Inc. Fortinet FortiADC Application Delivery Controller PAYG 1Gbps,Fortinet Inc.,migration-credit-20-1640299006916r,us-west1,-15.802499
GCP Fortinet Inc. Fortinet FortiADC Application Delivery Controller PAYG 1Gbps,Fortinet Inc.,migration-credit-20-1640299006916r,australia-southeast2,-15.802499
GCP Fortinet Inc. Fortinet FortiADC Application Delivery Controller PAYG 1Gbps,Fortinet Inc.,migration-credit-20-1640299006916r,us-west4,-15.802499000000001
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-20-1640299006916r,us-east5,-16.118552999999995
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-20-1640299006916r,asia-south2,-16.118552999999995
GCP Fortinet Inc. Fortinet FortiADC Application Delivery Controller PAYG 5Gbps,Fortinet Inc.,migration-credit-20-1640299006916r,us-west1,-22.123503
GCP Fortinet Inc. Fortinet FortiADC Application Delivery Controller PAYG 5Gbps,Fortinet Inc.,migration-credit-20-1640299006916r,australia-southeast2,-22.12350399999999
GCP Fortinet Inc. Fortinet FortiADC Application Delivery Controller PAYG 500Mbps,Fortinet Inc.,migration-credit-21-1640299006916r,us-west1,-23.269992999999992
GCP Fortinet Inc. Fortinet FortiADC Application Delivery Controller PAYG 500Mbps,Fortinet Inc.,migration-credit-21-1640299006916r,asia-east1,-23.269992999999992
"GCP NGINX, Inc NGINX Plus Enterprise - RHEL 8","NGINX, Inc",27f97212-4eb6-4659-91f1-a538884bbbad,us-east4,-23.597320999999994
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-20-1640299006916r,europe-north1,-27.496359999999996
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (Bundle1)","Palo Alto Networks, Inc.",07a4343f-d10c-48dc-911f-05ca9ae02a01,us-west1,-28.38263999999999
GCP Fortinet Inc. Fortinet FortiADC Application Delivery Controller PAYG 10Gbps,Fortinet Inc.,migration-credit-20-1640299006916r,europe-west3,-30.02475799999999
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (Bundle2)","Palo Alto Networks, Inc.",migration-credit-9-1641310458578r,us-central1,-31.279991
"GCP Palo Alto Networks, Inc. VM-Series Next-Generation Firewall (Bundle2)","Palo Alto Networks, Inc.",migration-credit-9-1641310458578r,us-west4,-31.279991000000003
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-20-1640299006916r,asia-southeast1,-32.001333
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-20-1640299006916r,asia-southeast2,-32.237111999999996
GCP Fortinet Inc. Fortinet FortiADC Application Delivery Controller PAYG 1Gbps,Fortinet Inc.,migration-credit-21-1640299006916r,us-west4,-38.78332
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-21-1640299006916r,asia-southeast2,-39.55899599999999
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-21-1640299006916r,asia-south1,-39.55899599999999
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-21-1640299006916r,us-east5,-39.55899699999999
"GCP NGINX, Inc NGINX Plus Enterprise - RHEL 8","NGINX, Inc",7f80c1b2-bf82-4050-8aa6-1f660605780b,us-west2,-53.834986
GCP Fortinet Inc. Fortinet FortiADC Application Delivery Controller PAYG 5Gbps,Fortinet Inc.,migration-credit-21-1640299006916r,us-west1,-54.296657999999994
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-21-1640299006916r,us-east4,-62.05332500000003
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-21-1640299006916r,europe-north1,-67.483003
GCP Fortinet Inc. Fortinet FortiADC Application Delivery Controller PAYG 10Gbps,Fortinet Inc.,migration-credit-21-1640299006916r,us-west1,-73.688329
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-21-1640299006916r,us-east1,-76.01532900000002
GCP Fortinet Inc. Fortinet FortiADC Application Delivery Controller PAYG 1Gbps,Fortinet Inc.,migration-credit-21-1640299006916r,us-west1,-77.56664
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-21-1640299006916r,asia-southeast1,-78.51750999999999
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-20-1640299006916r,us-west2,-80.59279099999999
"GCP NGINX, Inc NGINX Plus Enterprise - RHEL 8","NGINX, Inc",7f80c1b2-bf82-4050-8aa6-1f660605780b,us-east4,-80.75246999999999
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-20-1640299006916r,us-west1,-94.49897299999998
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-21-1640299006916r,us-west2,-299.40736799999996
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-21-1640299006916r,us-west1,-311.04230399999994
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-20-1640299006916r,us-central1,-401.38161
GCP Fortinet Inc. FortiGate Next-Generation Firewall (PAYG),fortigcp-project-001,migration-credit-21-1640299006916r,us-central1,-1074.190183
